session_id,index,elapsed_time,event_name,name,level,page,room_coor_x,room_coor_y,screen_coor_x,screen_coor_y,hover_duration,text,fqid,room_fqid,text_fqid,level_group,elapsed_time_diff
2.00903124312732E+016,512,836732,navigate_click,undefined,13,,290.15356,-204.49936,,,,,fqid_None,tunic.capitol_1.hall,text_fqid_None,13-22,0
2.00903124312732E+016,513,837245,navigate_click,undefined,13,,353.8056,-210.33206,21,0,,,fqid_None,tunic.capitol_1.hall,text_fqid_None,13-22,513
2.00903124312732E+016,514,837779,navigate_click,undefined,13,,587.68005,-280.70624,108,44,,,fqid_None,tunic.capitol_1.hall,text_fqid_None,13-22,534
2.00903124312732E+016,515,838446,navigate_click,undefined,13,,751.4969,-102.15329,43,124,,,toentry,tunic.capitol_1.hall,text_fqid_None,13-22,667
2.00903124312732E+016,516,839629,map_hover,basic,13,,,,,,67,,tunic.drycleaner,tunic.capitol_1.hall,text_fqid_None,13-22,1183
2.00903124312732E+016,517,840662,map_hover,basic,13,,,,,,983,,tunic.drycleaner,tunic.capitol_1.hall,text_fqid_None,13-22,1033
2.00903124312732E+016,518,840780,map_hover,basic,13,,,,,,100,,tunic.historicalsociety,tunic.capitol_1.hall,text_fqid_None,13-22,118
2.00903124312732E+016,519,840830,map_hover,basic,13,,,,,,35,,tunic.capitol_1,tunic.capitol_1.hall,text_fqid_None,13-22,50
2.00903124312732E+016,520,841212,map_hover,basic,13,,,,,,367,,tunic.library,tunic.capitol_1.hall,text_fqid_None,13-22,382
2.00903124312732E+016,521,841512,map_click,undefined,13,,431.81863,215.94919,,,,,tunic.historicalsociety,tunic.capitol_1.hall,text_fqid_None,13-22,300
2.00903124312732E+016,522,842396,navigate_click,undefined,13,,592.83435,170.32776,18,57,,,tobasement,tunic.historicalsociety.entry,text_fqid_None,13-22,884
2.00903124312732E+016,523,844329,cutscene_click,basic,13,,-50.563717,-43.385956,14,137,,Jo!,ch3start,tunic.historicalsociety.basement,tunic.historicalsociety.basement.ch3start,13-22,1933
2.00903124312732E+016,524,845479,cutscene_click,basic,13,,119.96741,-124.80848,126,60,,Check out the next artifact!,ch3start,tunic.historicalsociety.basement,tunic.historicalsociety.basement.ch3start,13-22,1150
2.00903124312732E+016,525,848147,cutscene_click,basic,13,,147.47322,-135.27301,140,0,,What is it?,ch3start,tunic.historicalsociety.basement,tunic.historicalsociety.basement.ch3start,13-22,2668
2.00903124312732E+016,526,848745,cutscene_click,basic,13,,164.56906,-135.34885,1,0,,"I think it's a flag! Pretty interesting, huh?",ch3start,tunic.historicalsociety.basement,tunic.historicalsociety.basement.ch3start,13-22,598
2.00903124312732E+016,527,849311,cutscene_click,basic,13,,169.15665,-136.76732,1,1,,"It's really cool, Gramps. But I'm worried about Teddy.",ch3start,tunic.historicalsociety.basement,tunic.historicalsociety.basement.ch3start,13-22,566
2.00903124312732E+016,528,850011,cutscene_click,basic,13,,171.5329,-138.171,0,1,,He's still missing!,ch3start,tunic.historicalsociety.basement,tunic.historicalsociety.basement.ch3start,13-22,700
2.00903124312732E+016,529,850753,cutscene_click,basic,13,,169.31543,-138.17336,2,0,,"We'll find him, Jo.",ch3start,tunic.historicalsociety.basement,tunic.historicalsociety.basement.ch3start,13-22,742
2.00903124312732E+016,530,851027,cutscene_click,basic,13,,168.12422,-139.56812,1,1,,Want to look for more clues?,ch3start,tunic.historicalsociety.basement,tunic.historicalsociety.basement.ch3start,13-22,274
2.00903124312732E+016,531,852462,navigate_click,undefined,13,,-198.34937,-41.992905,263,70,,,seescratches,tunic.historicalsociety.basement,text_fqid_None,13-22,1435
2.00903124312732E+016,532,853194,navigate_click,undefined,13,,213.96211,-114.363594,323,48,,,fqid_None,tunic.historicalsociety.basement,text_fqid_None,13-22,732
2.00903124312732E+016,533,854311,navigate_click,undefined,13,,120.464935,-148.61272,71,26,,,fqid_None,tunic.historicalsociety.basement,text_fqid_None,13-22,1117
2.00903124312732E+016,534,855111,navigate_click,undefined,13,,165.35335,-126.17621,44,16,,,fqid_None,tunic.historicalsociety.basement,text_fqid_None,13-22,800
2.00903124312732E+016,535,855827,navigate_click,undefined,13,,239.87155,-106.418144,50,14,,,fqid_None,tunic.historicalsociety.basement,text_fqid_None,13-22,716
