session_id,index,elapsed_time,event_name,name,level,page,room_coor_x,room_coor_y,screen_coor_x,screen_coor_y,hover_duration,text,fqid,room_fqid,text_fqid,level_group,elapsed_time_diff
20110318124381970,0,0,cutscene_click,basic,0,,-408.9914,37.685314,,,,undefined,intro,tunic.historicalsociety.closet,tunic.historicalsociety.closet.intro,0-4,0
20110318124381970,1,3148,person_click,basic,0,,-393.9914,67.68531,15.0,30.0,,"Whatcha doing over there, Jo?",gramps,tunic.historicalsociety.closet,tunic.historicalsociety.closet.gramps.intro_0_cs_0,0-4,3148
20110318124381970,2,5829,person_click,basic,0,,55.008595,-192.31468,449.0,260.0,,Just talking to Teddy.,gramps,tunic.historicalsociety.closet,tunic.historicalsociety.closet.gramps.intro_0_cs_0,0-4,2681
20110318124381970,3,7180,person_click,basic,0,,-288.9914,57.685314,344.0,250.0,,I gotta run to my meeting!,gramps,tunic.historicalsociety.closet,tunic.historicalsociety.closet.gramps.intro_0_cs_0,0-4,1351
20110318124381970,4,12064,person_click,basic,0,,-252.99141,17.685314,36.0,40.0,,"Can I come, Gramps?",gramps,tunic.historicalsociety.closet,tunic.historicalsociety.closet.gramps.intro_0_cs_0,0-4,4884
20110318124381970,5,16512,person_click,basic,0,,-254.99141,15.685314,2.0,2.0,,"Sure thing, Jo. Grab your notebook and come upstairs!",gramps,tunic.historicalsociety.closet,tunic.historicalsociety.closet.gramps.intro_0_cs_0,0-4,4448
20110318124381970,6,22491,person_click,basic,0,,419.0842,-67.74628,16.0,33.0,,"See you later, Teddy.",teddy,tunic.historicalsociety.closet,tunic.historicalsociety.closet.teddy.intro_0_cs_0,0-4,5979
20110318124381970,7,28511,person_click,basic,0,,385.11783,-194.74873,34.0,127.0,,I get to go to Gramps's meeting!,teddy,tunic.historicalsociety.closet,tunic.historicalsociety.closet.teddy.intro_0_cs_0,0-4,6020
20110318124381970,8,30580,person_click,basic,0,,384.11783,-200.74873,1.0,6.0,,Now where did I put my notebook?,teddy,tunic.historicalsociety.closet,tunic.historicalsociety.closet.teddy.intro_0_cs_0,0-4,2069
20110318124381970,9,31880,person_click,basic,0,,383.11783,-216.74873,1.0,16.0,,\u00f0\u0178\u02dc\u00b4,teddy,tunic.historicalsociety.closet,tunic.historicalsociety.closet.teddy.intro_0_cs_0,0-4,1300
20110318124381970,10,32610,navigate_click,undefined,0,,403.11783,-205.74873,20.0,11.0,,,fqid_None,tunic.historicalsociety.closet,text_fqid_None,0-4,730
20110318124381970,11,33093,navigate_click,undefined,0,,404.4717,-203.35693,0.0,3.0,,,fqid_None,tunic.historicalsociety.closet,text_fqid_None,0-4,483
20110318124381970,12,33458,navigate_click,undefined,0,,405.446,-203.37039,0.0,0.0,,,fqid_None,tunic.historicalsociety.closet,text_fqid_None,0-4,365
20110318124381970,13,34892,navigate_click,undefined,0,,249.10324,-205.37259,158.0,2.0,,,fqid_None,tunic.historicalsociety.closet,text_fqid_None,0-4,1434
20110318124381970,14,35993,navigate_click,undefined,0,,-33.36384,-215.68925,184.0,10.0,,,fqid_None,tunic.historicalsociety.closet,text_fqid_None,0-4,1101
20110318124381970,15,36559,navigate_click,undefined,0,,-153.31363,-144.88626,39.0,72.0,,,fqid_None,tunic.historicalsociety.closet,text_fqid_None,0-4,566
